date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:08:58	2718/2718	---MCZ	200	added ('OK')	application/json	date:Thu,%2018%20May%202023%2014:08:58%20GMT	https://doctery-demo.pbminfotech.com/demo2/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdoctery-demo.pbminfotech.com%2Fdemo2%2Fportfolio%2Fcomplete-surgery%2Fproject-01%2F	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-json/oembed/1.0/embed8af9.json	(from https://doctery-demo.pbminfotech.com/demo2/portfolio/complete-surgery/project-01/)
15:08:58	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20May%202023%2014:08:58%20GMT	https://doctery-demo.pbminfotech.com/demo2/?p=17600	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/index4b06.html	(from https://doctery-demo.pbminfotech.com/demo2/portfolio/complete-surgery/project-01/)
15:08:59	2814/2814	---M-Z	200	added ('OK')	text/xml	date:Thu,%2018%20May%202023%2014:08:59%20GMT	https://doctery-demo.pbminfotech.com/demo2/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdoctery-demo.pbminfotech.com%2Fdemo2%2Fportfolio%2Fcomplete-surgery%2Fproject-01%2F&format=xml	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-json/oembed/1.0/embed9e87	(from https://doctery-demo.pbminfotech.com/demo2/portfolio/complete-surgery/project-01/)
15:08:59	17422/17422	---M--	200	added ('OK')	image/jpeg	etag:%22440e-5b9dcaf16bd40%22	https://doctery-demo.pbminfotech.com/demo2/wp-content/uploads/sites/3/2019/06/project-01-300x250.jpg	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-content/uploads/sites/3/2019/06/project-01-300x250.jpg	(from https://doctery-demo.pbminfotech.com/demo2/portfolio/complete-surgery/project-01/)
15:09:00	98/98	---MC-	401	error ('Unauthorized')	application/json	date:Thu,%2018%20May%202023%2014:09:01%20GMT	https://doctery-demo.pbminfotech.com/demo2/wp-json/wp/v2/media/17603	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-json/wp/v2/media/17603	(from https://doctery-demo.pbminfotech.com/demo2/portfolio/medical-scanner/project-02/)
15:09:01	854/854	---M-Z	200	added ('OK')	application/rss+xml	etag:%22452d391d38f4d73840ee62531d01af38-gzip%22	https://doctery-demo.pbminfotech.com/demo2/portfolio/medical-scanner/project-02/feed/	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/portfolio/medical-scanner/project-02/feed/index.html	(from https://doctery-demo.pbminfotech.com/demo2/portfolio/medical-scanner/project-02/)
15:09:01	2716/2716	---MCZ	200	added ('OK')	application/json	date:Thu,%2018%20May%202023%2014:09:02%20GMT	https://doctery-demo.pbminfotech.com/demo2/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdoctery-demo.pbminfotech.com%2Fdemo2%2Fportfolio%2Fmedical-scanner%2Fproject-02%2F	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-json/oembed/1.0/embedf71e.json	(from https://doctery-demo.pbminfotech.com/demo2/portfolio/medical-scanner/project-02/)
15:09:02	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20May%202023%2014:09:02%20GMT	https://doctery-demo.pbminfotech.com/demo2/?p=17603	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/indexe18a.html	(from https://doctery-demo.pbminfotech.com/demo2/portfolio/medical-scanner/project-02/)
15:09:03	2812/2812	---M-Z	200	added ('OK')	text/xml	date:Thu,%2018%20May%202023%2014:09:03%20GMT	https://doctery-demo.pbminfotech.com/demo2/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdoctery-demo.pbminfotech.com%2Fdemo2%2Fportfolio%2Fmedical-scanner%2Fproject-02%2F&format=xml	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-json/oembed/1.0/embed55ed	(from https://doctery-demo.pbminfotech.com/demo2/portfolio/medical-scanner/project-02/)
15:09:04	18660/18660	---M--	200	added ('OK')	image/jpeg	etag:%2248e4-5b9dcaf16bd40%22	https://doctery-demo.pbminfotech.com/demo2/wp-content/uploads/sites/3/2019/06/project-02-300x250.jpg	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-content/uploads/sites/3/2019/06/project-02-300x250.jpg	(from https://doctery-demo.pbminfotech.com/demo2/portfolio/medical-scanner/project-02/)
15:09:06	46751/46751	---M--	200	added ('OK')	image/jpeg	etag:%22b69f-5b9dcaf25ff80%22	https://doctery-demo.pbminfotech.com/demo2/wp-content/uploads/sites/3/2020/11/img-07.jpg	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-content/uploads/sites/3/2020/11/img-07.jpg	(from https://doctery-demo.pbminfotech.com/demo2/wp-content/uploads/sites/3/elementor/css/post-12842.css?ver=1663067018)
15:09:08	85771/85771	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:06%20GMT	https://doctery-demo.pbminfotech.com/demo2/2020/	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/2020/index.html	(from https://doctery-demo.pbminfotech.com/demo2/2020/06/)
15:09:09	82823/82823	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:06%20GMT	https://doctery-demo.pbminfotech.com/demo2/2019/	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/2019/index.html	(from https://doctery-demo.pbminfotech.com/demo2/2019/06/)
15:09:10	90349/90349	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:08%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2022-03	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/index278a.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2023-03-01)
15:09:11	87160/87160	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:08%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2023-02-01	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/index075b.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2023-03-01)
15:09:12	85954/85954	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:10%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2024-03-01	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/index01ef.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2023-03-01)
15:09:13	90349/90349	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:10%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2022-03-01	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/indexcecf.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2022-04)
15:09:14	90345/90345	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:11%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2021-04	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/index31d3.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2022-04)
15:09:16	92914/92914	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:13%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2022-05-01	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/index809f.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2022-04)
15:09:17	86258/86258	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:14%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2023-04	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/index4392.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2024-04-01)
15:09:17	85927/85927	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:14%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2025-04-01	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/index432f.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2024-04-01)
15:09:18	90345/90345	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:16%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2021-04-01	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/index2efc.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2021-05)
15:09:20	86193/86193	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:18%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2020-05	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/indexedf6.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2021-05)
15:09:21	90308/90308	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:18%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2021-06	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/indexafa6.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2022-06-01)
15:09:22	90308/90308	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:18%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2021-06-01	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/index2856.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2021-05)
15:09:22	90204/90204	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:19%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2022-07-01	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/index4a39.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2022-06-01)
15:09:24	85872/85872	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:22%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2024-05	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/index12f1.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2025-05-01)
15:09:25	85878/85878	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:23%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2026-05-01	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/index7d3d.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2025-05-01)
15:09:25	87641/87641	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:23%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2025-06-01	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/index1887.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2025-05-01)
15:09:26	85900/85900	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:24%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2023-06	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/indexc706.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2024-06-01)
15:09:26	85906/85906	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:25%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2024-07-01	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/index43be.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2024-06-01)
15:09:27	547/547	---M--	200	added ('OK')	image/png	etag:%22223-5e17558ee78c0%22	https://doctery-demo.pbminfotech.com/demo2/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin.png	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin.png	(from https://doctery-demo.pbminfotech.com/demo2/wp-content/plugins/woocommerce/assets/css/photoswipe/photoswipe.min.css?ver=6.6.0)
15:09:27	90204/90204	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:27%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2022-07	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/index93ff.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2023-07-01)
15:09:27	85979/85979	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:27%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2023-08-01	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/index2b39.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2023-07-01)
15:09:27	1554/1554	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612-5e17558ee78c0%22	https://doctery-demo.pbminfotech.com/demo2/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin.svg	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin.svg	(from https://doctery-demo.pbminfotech.com/demo2/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin.min.css?ver=6.6.0)
15:09:27	866/866	---M--	200	added ('OK')	image/gif	etag:%22362-5e17558ee78c0%22	https://doctery-demo.pbminfotech.com/demo2/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/preloader.gif	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/preloader.gif	(from https://doctery-demo.pbminfotech.com/demo2/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin.min.css?ver=6.6.0)
15:09:36	56564/56564	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22dcf4-5b9dcafa01180%22	https://doctery-demo.pbminfotech.com/demo2/wp-includes/fonts/dashicons.eot?99ac726223c749443b642ce33df8b800	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-includes/fonts/dashicons7d4b.eot	(from https://doctery-demo.pbminfotech.com/demo2/wp-includes/css/dashicons.min.css?ver=6.1.2)
15:09:36	56392/56392	---MCZ	200	added ('OK')	font/ttf	etag:W/%22dc48-5b9dcafa01180%22	https://doctery-demo.pbminfotech.com/demo2/wp-includes/fonts/dashicons.ttf?99ac726223c749443b642ce33df8b800	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-includes/fonts/dashicons7d4b.ttf	(from https://doctery-demo.pbminfotech.com/demo2/wp-includes/css/dashicons.min.css?ver=6.1.2)
15:09:37	1372/1372	---M--	200	added ('OK')	image/gif	etag:%2255c-5b9dcae6ee480%22	https://doctery-demo.pbminfotech.com/demo2/wp-admin/images/loading.gif	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-admin/images/loading.gif	(from https://doctery-demo.pbminfotech.com/demo2/wp-admin/css/forms.min.css?ver=6.1.2)
15:09:37	3113/3113	---M--	200	added ('OK')	image/png	etag:%22c29-5b9dcae6ee480%22	https://doctery-demo.pbminfotech.com/demo2/wp-admin/images/w-logo-blue.png?ver=20131202	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-admin/images/w-logo-blue7a53.png	(from https://doctery-demo.pbminfotech.com/demo2/wp-admin/css/login.min.css?ver=6.1.2)
15:09:38	1521/1521	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225f1-5b9dcae6ee480%22	https://doctery-demo.pbminfotech.com/demo2/wp-admin/images/wordpress-logo.svg?ver=20131107	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-admin/images/wordpress-logo7d6b.svg	(from https://doctery-demo.pbminfotech.com/demo2/wp-admin/css/login.min.css?ver=6.1.2)
15:09:39	1502/1502	---MCZ	200	added ('OK')	application/json	date:Thu,%2018%20May%202023%2014:09:39%20GMT	https://doctery-demo.pbminfotech.com/demo2/wp-json/wp/v2/pages/19929	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-json/wp/v2/pages/19929.json	(from https://doctery-demo.pbminfotech.com/demo2/my-account/lost-password/)
15:09:40	2494/2494	---MCZ	200	added ('OK')	application/json	date:Thu,%2018%20May%202023%2014:09:40%20GMT	https://doctery-demo.pbminfotech.com/demo2/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdoctery-demo.pbminfotech.com%2Fdemo2%2Fmy-account%2F	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-json/oembed/1.0/embedcceb.json	(from https://doctery-demo.pbminfotech.com/demo2/my-account/lost-password/)
15:09:40	70262/70262	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:40%20GMT	https://doctery-demo.pbminfotech.com/demo2/my-account/	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/my-account/index.html	(from https://doctery-demo.pbminfotech.com/demo2/my-account/lost-password/)
15:09:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20May%202023%2014:09:40%20GMT	https://doctery-demo.pbminfotech.com/demo2/?p=19929	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/index58c0.html	(from https://doctery-demo.pbminfotech.com/demo2/my-account/lost-password/)
15:09:41	2559/2559	---M-Z	200	added ('OK')	text/xml	date:Thu,%2018%20May%202023%2014:09:41%20GMT	https://doctery-demo.pbminfotech.com/demo2/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdoctery-demo.pbminfotech.com%2Fdemo2%2Fmy-account%2F&format=xml	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-json/oembed/1.0/embed5152	(from https://doctery-demo.pbminfotech.com/demo2/my-account/lost-password/)
15:09:41	2028/2028	---M-Z	200	added ('OK')	application/javascript	etag:%227ec-5e17558fdbb00-gzip%22	https://doctery-demo.pbminfotech.com/demo2/wp-content/plugins/woocommerce/assets/js/frontend/password-strength-meter.min.js?ver=6.6.0	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-content/plugins/woocommerce/assets/js/frontend/password-strength-meter.min31dc.js	(from https://doctery-demo.pbminfotech.com/demo2/my-account/lost-password/)
15:09:42	132/132	---M-Z	200	added ('OK')	application/javascript	etag:%2284-5e17558fdbb00-gzip%22	https://doctery-demo.pbminfotech.com/demo2/wp-content/plugins/woocommerce/assets/js/frontend/lost-password.min.js?ver=6.6.0	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-content/plugins/woocommerce/assets/js/frontend/lost-password.min31dc.js	(from https://doctery-demo.pbminfotech.com/demo2/my-account/lost-password/)
15:09:46	90432/90432	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:44%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2022-02	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/indexcdda.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2023-02-01)
15:09:46	93080/93080	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:44%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2023-01-01	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/index61d3.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2023-02-01)
15:09:46	90432/90432	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:44%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2022-02-01	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/index3c6c.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2022-03)
15:09:47	86034/86034	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:44%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2024-02-01	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/indexaa1c.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2023-02-01)
15:09:50	89057/89057	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:48%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2021-03	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/indexa77f.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2022-03)
15:09:51	87704/87704	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:48%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2025-03-01	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/index093b.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2024-03-01)
15:09:51	86259/86259	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:48%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2023-03	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/index123f.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2024-03-01)
15:09:52	89057/89057	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:49%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2021-03-01	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/index5c30.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2021-04)
15:09:53	86246/86246	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:52%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2020-04	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/index3527.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2021-04)
15:09:54	92911/92911	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:52%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2021-05-01	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/indexecf4.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2021-04)
15:09:55	85923/85923	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:53%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2024-04	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/index88a7.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2025-04-01)
15:09:56	85931/85931	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:53%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2026-04-01	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/indexf393.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2025-04-01)
15:09:57	86246/86246	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:55%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2020-04-01	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/index2126.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2020-05)
15:09:58	86187/86187	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:56%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2019-05	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/index9641.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2020-05)
15:09:59	86212/86212	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:56%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2020-06-01	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/indexf5ac.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2020-05)
15:09:59	86212/86212	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:57%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2020-06	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/index5f74.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2021-06-01)
15:10:01	90316/90316	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:09:59%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2021-07-01	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/indexb732.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2021-06-01)
15:10:02	90316/90316	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:10:00%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2021-07	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/index549a.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2022-07-01)
15:10:02	90392/90392	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:10:00%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2022-08-01	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/index8a1c.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2022-07-01)
15:10:03	85875/85875	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:10:01%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2025-05	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/indexbfb7.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2026-05-01)
15:10:05	87619/87619	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:10:02%20GMT	https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2027-05-01	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/make-appointments/index8835.html	(from https://doctery-demo.pbminfotech.com/demo2/make-appointments/?date=2026-05-01)
